item_id,timestamp,mean,0.1,0.25,0.5,0.75,0.9
TELCO,2021-07-31 00:00:00,0.303714913401954,0.16004138904010606,0.2265221741771521,0.303714913401954,0.3807898508196124,0.4502127515669545
TELCO,2021-07-31 00:05:00,0.1393030048073658,-0.04084087324631711,0.045444435286390014,0.1393030048073658,0.23172897220388353,0.3187850427236158
TELCO,2021-07-31 00:10:00,0.12541864738136765,-0.08704501702223973,0.014738220622284005,0.12541864738136765,0.2343551949712256,0.3346008980212135
TELCO,2021-07-31 00:15:00,0.11280440562817676,-0.11542796266196559,-0.008836068191943812,0.11280440562817676,0.23281322922126002,0.34107767550608714
TELCO,2021-07-31 00:20:00,0.047040812721506425,-0.20307874131291986,-0.08371134146214551,0.047040812721506425,0.17856256628834727,0.2994120530387273
TELCO,2021-07-31 00:25:00,-0.02582077365773135,-0.2966720948512285,-0.16816230881246438,-0.02582077365773135,0.11894226030364084,0.2449439350443206
TELCO,2021-07-31 00:30:00,-0.03924202155029864,-0.33229549542151815,-0.1938925112772294,-0.03924202155029864,0.11082645220980489,0.24950717245979578
TELCO,2021-07-31 00:35:00,-0.05196391189347277,-0.35548096696896836,-0.21159291330308283,-0.05196391189347277,0.1088348495503029,0.25923640905161316
TELCO,2021-07-31 00:40:00,-0.08110843477479175,-0.40549672339874565,-0.2523092375647712,-0.08110843477479175,0.08853469197826083,0.2353276046466235
TELCO,2021-07-31 00:45:00,-0.1364862287455339,-0.47115481133722037,-0.312622892641137,-0.1364862287455339,0.03851844138929114,0.1960992521553211
TELCO,2021-07-31 00:50:00,-0.2049735043176929,-0.5589008043225658,-0.39208561258475416,-0.2049735043176929,-0.023207538991532186,0.14068297799690516
TELCO,2021-07-31 00:55:00,-0.2520751515859401,-0.613773135156427,-0.44594033996913973,-0.2520751515859401,-0.06207259564128092,0.1120285560832834
TELCO,2021-07-31 01:00:00,-0.2908693616783483,-0.6642002408749825,-0.4885308827535473,-0.2908693616783483,-0.0918122847127301,0.08312483684996419
TELCO,2021-07-31 01:05:00,-0.35813236166814044,-0.7451139694995269,-0.5632135632246928,-0.35813236166814044,-0.15753529382182613,0.026594842086447582
TELCO,2021-07-31 01:10:00,-0.415160333266248,-0.8079486297460339,-0.6225171730405734,-0.415160333266248,-0.20260743657054886,-0.014739559340426277
TELCO,2021-07-31 01:15:00,-0.3883834473694849,-0.7977415182100724,-0.606594406679133,-0.3883834473694849,-0.17073552708089534,0.025982187408896688
TELCO,2021-07-31 01:20:00,-0.45255862543198183,-0.8702176851937204,-0.6758469140734519,-0.45255862543198183,-0.22877915083006725,-0.03004471309951437
TELCO,2021-07-31 01:25:00,-0.43049680518451305,-0.867525940653811,-0.6579068271862651,-0.43049680518451305,-0.2010926099709534,0.0005964475586087079
TELCO,2021-07-31 01:30:00,-0.46310532761044865,-0.9142457102738499,-0.7002013664550113,-0.46310532761044865,-0.22982770001893998,-0.020421020959802312
TELCO,2021-07-31 01:35:00,-0.5196365369955989,-0.969708057120322,-0.7579323093689867,-0.5196365369955989,-0.2795294654878264,-0.06116641715141622
TELCO,2021-07-31 01:40:00,-0.5755130820622476,-1.0410081601411345,-0.8233589537874823,-0.5755130820622476,-0.330770986071264,-0.10785716871724729
TELCO,2021-07-31 01:45:00,-0.6259240362883339,-1.094482281051534,-0.8779257795608197,-0.6259240362883339,-0.37126620031792457,-0.1504282252610249
TELCO,2021-07-31 01:50:00,-0.6624436898521164,-1.1443920685831466,-0.9130374523885627,-0.6624436898521164,-0.40515067139404615,-0.17758845280962823
TELCO,2021-07-31 01:55:00,-0.6792786546567153,-1.174016250487982,-0.9428175841390296,-0.6792786546567153,-0.42287539330888724,-0.1818083793151289
TELCO,2021-07-31 02:00:00,-0.6746787828530117,-1.1813385953799846,-0.941102354658121,-0.6746787828530117,-0.4094895327335797,-0.17425734157837505
TELCO,2021-07-31 02:05:00,-0.6956376380561153,-1.2154600337523787,-0.9699012438929122,-0.6956376380561153,-0.42547936427283906,-0.18078324259708947
TELCO,2021-07-31 02:10:00,-0.7025507892872054,-1.2211652491800367,-0.9752171149325237,-0.7025507892872054,-0.4291118558751179,-0.18449114050221538
TELCO,2021-07-31 02:15:00,-0.7395629490507813,-1.273146712502141,-1.016699707469898,-0.7395629490507813,-0.4527059372968607,-0.21139439958800765
TELCO,2021-07-31 02:20:00,-0.8062050624399537,-1.3428630057356088,-1.0892193106239056,-0.8062050624399537,-0.5225109669796555,-0.26880171109358253
TELCO,2021-07-31 02:25:00,-0.8108422873267311,-1.3573683922243907,-1.098673899674571,-0.8108422873267311,-0.5261294213425338,-0.26754516534805195
TELCO,2021-07-31 02:30:00,-0.8569747577106674,-1.411457293095764,-1.1466758202615324,-0.8569747577106674,-0.5676982140023913,-0.29575991041301264
TELCO,2021-07-31 02:35:00,-0.8546700932012593,-1.4215439378522783,-1.155552427559532,-0.8546700932012593,-0.5575149728305593,-0.2921376297458343
TELCO,2021-07-31 02:40:00,-0.8567978066348314,-1.4302874423694718,-1.1575251700861573,-0.8567978066348314,-0.548839533472925,-0.28175893090167703
TELCO,2021-07-31 02:45:00,-0.8513713252691479,-1.4322812122993849,-1.1619022851371552,-0.8513713252691479,-0.5488094102697211,-0.2684142373738834
TELCO,2021-07-31 02:50:00,-0.8806810990505485,-1.4658946418682621,-1.19245476829912,-0.8806810990505485,-0.569913833549415,-0.29212358723775
TELCO,2021-07-31 02:55:00,-0.9145886824149614,-1.5049405263095217,-1.2233570099915134,-0.9145886824149614,-0.5966759863416012,-0.3164815996189163
TELCO,2021-07-31 03:00:00,-0.9120724134575036,-1.5110523199170176,-1.2280828970453106,-0.9120724134575036,-0.5913486512672264,-0.30183055128159614
TELCO,2021-07-31 03:05:00,-0.9218184117877009,-1.5378283328528597,-1.2446667803472211,-0.9218184117877009,-0.5955971203498072,-0.3076360256880358
TELCO,2021-07-31 03:10:00,-0.9242256116206498,-1.5466498135328577,-1.2508779814192525,-0.9242256116206498,-0.5950698754008164,-0.30922685158077057
TELCO,2021-07-31 03:15:00,-0.9352358456536762,-1.5618522812813762,-1.2655654701955106,-0.9352358456536762,-0.6005234260502642,-0.3079774917420043
TELCO,2021-07-31 03:20:00,-0.9554633221896374,-1.587375818934336,-1.2876281693071787,-0.9554633221896374,-0.6188272519480471,-0.3252673128932626
