time,TS1,TS2,TS3,TS4,TS5,TS6,TS7,TS8,TS9,TS10,TS11,TS12
2021-01-01 00:00:00,1.408747140757456,0.5443214733014021,0.6501456310489413,0.8988702899493477,1.2325618679098995,0.6502711948133593,0.9747613105580868,1.1125009694632275,0.6886757234735216,1.3388998242351753,-0.7201601190266885,-0.7400895065121642
2021-01-01 00:05:00,1.355641411358545,0.4415964134282683,0.6501456310489413,0.9277371127050468,1.2252491406060149,0.8687987712567801,0.4625806667898535,0.6584212759389375,0.6886757234735216,1.3388998242351753,-0.7201601190266885,-0.7400895065121642
2021-01-01 00:10:00,1.2576726608569095,0.4179887909729519,1.4355678463305497,0.9820157845954832,1.1677772837670322,0.5969400600860959,0.3672722047289852,0.5564850182089949,0.6886757234735216,1.3388998242351753,-0.7201601190266885,-0.7400895065121642
2021-01-01 00:15:00,1.3366368429097455,0.3714115899124626,1.4355678463305497,0.7717325027440258,1.1950712659575884,0.6034438570040549,0.3922671980637961,0.5101503556044754,-0.613357732054076,0.1050261518736314,-0.7447582450090693,-0.7498113883424975
2021-01-01 00:20:00,1.2279639020394435,0.3009077444715851,0.4009785183194057,0.4567512528925778,1.446793879065965,2.497349519513701,0.2769242134070101,0.3989471653536288,-0.613357732054076,0.1050261518736314,-0.7447582450090693,-0.7498113883424975
2021-01-01 00:25:00,1.2031584317935915,0.2773001220162687,0.4009785183194057,1.2762188887335697,1.1325937957810168,2.646936848626757,0.1596066724366841,0.2877439751027822,-0.613357732054076,0.1050261518736314,-0.7447582450090693,-0.7498113883424975
2021-01-01 00:30:00,1.0819175488310555,0.2386984690825755,1.15561213920605,1.6306269078243365,1.3927620939445842,2.6742527956821847,0.0098775119782509,0.065337594601089,-0.7003448626034603,-0.2475091830868097,-0.6547064216666787,-0.7400895065121642
2021-01-01 00:35:00,1.0675265630980402,0.1675565797915543,1.15561213920605,0.6968111726595594,1.5158837026637957,3.3922719754248525,-0.0362115219743771,0.0375367970383774,-0.7003448626034603,-0.2475091830868097,-0.6547064216666787,-0.7400895065121642
2021-01-01 00:40:00,1.0051461755043098,0.1614951632151892,2.325796505839046,0.9666816142449396,1.4844080764093277,4.317111897158616,0.1105803655678902,0.3711463677909172,-0.7003448626034603,-0.2475091830868097,-0.6547064216666787,-0.7400895065121642
2021-01-01 00:45:00,1.0132294438095828,0.1203413348809214,2.325796505839046,1.1196358575418943,1.2953895250277845,3.2439854056953887,0.3188594551146912,0.4360148954372443,-0.4343407387495456,0.9863644892747342,-0.723766155848188,-0.7498113883424975
2021-01-01 00:50:00,0.7593541639806626,0.0772733749962224,0.3454991590117695,0.9844430842880842,1.2449214070150574,1.9718427285426177,0.1600959771231614,0.222875447456455,-0.4343407387495456,0.9863644892747342,-0.723766155848188,-0.7498113883424975
2021-01-01 00:55:00,0.959227458121326,-0.0037581939720259,0.3454991590117695,1.0262130086808583,1.1889532941005354,2.349062949784237,0.1399266067790019,0.2136085149355512,-0.4343407387495456,0.9863644892747342,-0.723766155848188,-0.7498113883424975
2021-01-01 01:00:00,0.9187215588128316,-0.0551207239085928,0.9501370636152564,0.8953744250186845,0.7985360530004489,2.39458952820995,0.0929808080259378,0.2599431775400706,-0.4077403263641542,0.6338291543142931,-0.7211125531795426,-0.7498113883424975
2021-01-01 01:05:00,0.6682623655977313,-0.0943604206924296,0.9501370636152564,0.632053981887456,0.6538264493108954,1.487960237846472,-0.118613128132106,-0.0922002582542769,-0.4077403263641542,0.6338291543142931,-0.7211125531795426,-0.7498113883424975
