time,TS1
2021-01-01 00:00:00,1.408747140757456
2021-01-01 00:05:00,1.355641411358545
2021-01-01 00:10:00,1.2576726608569095
2021-01-01 00:15:00,1.3366368429097455
2021-01-01 00:20:00,1.2279639020394435
2021-01-01 00:25:00,1.2031584317935915
2021-01-01 00:30:00,1.0819175488310555
2021-01-01 00:35:00,1.0675265630980402
2021-01-01 00:40:00,1.0051461755043098
2021-01-01 00:45:00,1.0132294438095828
2021-01-01 00:50:00,0.7593541639806626
2021-01-01 00:55:00,0.959227458121326
2021-01-01 01:00:00,0.9187215588128316
2021-01-01 01:05:00,0.6682623655977313
2021-01-01 01:10:00,0.5608947972487777
2021-01-01 01:15:00,0.648972162101381
2021-01-01 01:20:00,0.4904209643290778
2021-01-01 01:25:00,0.5284667385011848
2021-01-01 01:30:00,0.4620155426288209
2021-01-01 01:35:00,0.4010158375095936
2021-01-01 01:40:00,0.4501817029628339
2021-01-01 01:45:00,0.428765180608944
2021-01-01 01:50:00,0.3421370235035342
2021-01-01 01:55:00,0.2397243072977238
2021-01-01 02:00:00,0.3551120464236315
2021-01-01 02:05:00,0.2507575546689129
2021-01-01 02:10:00,0.1596352252238919
2021-01-01 02:15:00,0.1418044064954316
2021-01-01 02:20:00,0.1787042481371032
2021-01-01 02:25:00,0.0596765279420509
2021-01-01 02:30:00,0.0525505780503033
2021-01-01 02:35:00,0.0732126439365531
2021-01-01 02:40:00,0.1189054314600727
2021-01-01 02:45:00,0.0867053379760832
2021-01-01 02:50:00,0.0948517038096749
2021-01-01 02:55:00,0.2415181768125082
2021-01-01 03:00:00,1.4346225551125424
2021-01-01 03:05:00,3.020721407695744
2021-01-01 03:10:00,3.197158380108269
2021-01-01 03:15:00,2.6198058189704025
2021-01-01 03:20:00,2.3353852292227573
2021-01-01 03:25:00,1.3908335489273302
2021-01-01 03:30:00,1.175337849549365
2021-01-01 03:35:00,0.7124828774604786
2021-01-01 03:40:00,0.3892437384358325
2021-01-01 03:45:00,0.2193716228406501
2021-01-01 03:50:00,0.1425419012619107
2021-01-01 03:55:00,0.0599248472470475
2021-01-01 04:00:00,-0.0974023941694798
2021-01-01 04:05:00,-0.216086809533034
2021-01-01 04:10:00,-0.2668538595758701
2021-01-01 04:15:00,-0.4597626792198385
